Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,Educational Option Type,NSLP Provision Status,Charter School (Y/N),Charter Number,Charter Funding Type,IRC,Low Grade,High Grade,total_enrolled,frpm,foster,homeless,migrant,direct_cert,unduplicated_frpm,english_learner,CALPADS Fall 1 Certification Status (Y/N),,
2018-2019,33,67249,6106884,Riverside,San Jacinto Unified,De Anza Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,688,570,6,9,0,337,576,145,590,Y,
2018-2019,33,67249,6109490,Riverside,San Jacinto Unified,Park Hill Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,846,721,11,4,0,505,730,194,742,Y,
2018-2019,33,67249,6114748,Riverside,San Jacinto Unified,San Jacinto Valley Academy,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,129,Directly funded,Y,K,12,"1,436",814,1,0,0,500,871,190,907,Y,
2018-2019,33,67249,6115125,Riverside,San Jacinto Unified,North Mountain Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,"1,056",835,3,15,0,573,843,175,873,Y,
2018-2019,33,73676,100248,Riverside,Coachella Valley Unified,Las Palmitas Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,603,577,3,5,81,346,583,366,587,Y,
2018-2019,33,73676,100255,Riverside,Coachella Valley Unified,Desert Mirage High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,997","1,832",2,7,239,987,"1,885",452,"1,903",Y,
2018-2019,33,73676,100263,Riverside,Coachella Valley Unified,Toro Canyon Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,7,8,"1,122","1,083",3,0,153,602,"1,091",470,"1,098",Y,
2018-2019,33,73676,112649,Riverside,Coachella Valley Unified,Coral Mountain Academy,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,908,792,2,1,28,421,804,363,824,Y,
2018-2019,33,73676,113753,Riverside,Coachella Valley Unified,Bobby Duke Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,7,8,777,749,0,1,87,438,757,216,760,Y,
2018-2019,33,73676,121673,Riverside,Coachella Valley Unified,NOVA Academy - Coachella,Unified School District,High Schools (Public),Traditional,N/A,Yes,1188,Directly funded,Y,9,12,226,205,0,9,11,108,211,32,211,Y,
2018-2019,33,73676,3330032,Riverside,Coachella Valley Unified,La Familia Continuation High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,10,12,132,125,0,1,15,80,128,52,128,Y,
2018-2019,33,73676,3330354,Riverside,Coachella Valley Unified,West Shores High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,7,12,507,462,3,0,27,280,474,127,478,Y,
2018-2019,33,73676,3330990,Riverside,Coachella Valley Unified,Coachella Valley High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"2,659","2,379",6,7,148,"1,268","2,436",454,"2,448",Y,
2018-2019,33,73676,6031694,Riverside,Coachella Valley Unified,Valle del Sol Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,777,720,4,1,96,469,740,490,753,Y,
2018-2019,33,73676,6031702,Riverside,Coachella Valley Unified,Palm View Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,479,460,5,1,42,309,464,240,468,Y,
2018-2019,33,73676,6031710,Riverside,Coachella Valley Unified,Peter Pendleton Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,529,503,0,2,20,316,515,255,515,Y,
2018-2019,33,73676,6031728,Riverside,Coachella Valley Unified,Valley View Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,642,588,2,1,63,376,595,377,612,Y,
2018-2019,33,73676,6032254,Riverside,Coachella Valley Unified,Mecca Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,764,741,0,5,135,435,745,515,752,Y,
2018-2019,33,73676,6032361,Riverside,Coachella Valley Unified,Oasis Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,649,631,2,3,83,410,638,493,645,Y,
2018-2019,33,73676,6032379,Riverside,Coachella Valley Unified,Sea View Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,577,539,1,2,17,358,551,287,562,Y,
2018-2019,33,73676,6032833,Riverside,Coachella Valley Unified,John Kelley Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,544,506,2,2,31,258,507,340,517,Y,
2018-2019,33,73676,6032841,Riverside,Coachella Valley Unified,Westside Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,462,407,7,2,8,239,416,209,427,Y,
2018-2019,33,73676,6108906,Riverside,Coachella Valley Unified,Cesar Chavez Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,886,795,2,3,31,502,806,481,826,Y,
2018-2019,33,73676,6112874,Riverside,Coachella Valley Unified,Cahuilla Desert Academy Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,7,8,920,783,6,0,18,445,804,228,812,Y,
2018-2019,33,73676,6114789,Riverside,Coachella Valley Unified,Saul Martinez Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,"1,045",965,1,0,107,583,995,725,"1,011",Y,
2018-2019,33,73676,6117774,Riverside,Coachella Valley Unified,Mountain Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,807,607,0,2,7,351,647,228,671,Y,
2018-2019,33,75176,1,Riverside,Lake Elsinore Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19,3,2,0,0,3,5,0,5,Y,
2018-2019,33,75176,107920,Riverside,Lake Elsinore Unified,Lakeside High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,840","1,333",6,123,0,741,"1,388",103,"1,401",Y,
2018-2019,33,75176,108241,Riverside,Lake Elsinore Unified,Ronald Reagan Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,713,432,6,22,0,264,441,76,452,Y,
2018-2019,33,75176,113100,Riverside,Lake Elsinore Unified,Earl Warren Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,808,507,3,26,0,273,519,93,539,Y,
2018-2019,33,75176,116343,Riverside,Lake Elsinore Unified,Keith McCarthy Academy,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,264,152,1,14,0,111,172,1,172,Y,
2018-2019,33,75176,120204,Riverside,Lake Elsinore Unified,Sycamore Academy of Science and Cultural Arts,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,1118,Directly funded,Y,K,8,554,181,0,9,0,185,241,37,254,Y,
2018-2019,33,75176,122960,Riverside,Lake Elsinore Unified,Lakeland Village,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,928,806,11,73,0,527,818,188,834,Y,
2018-2019,33,75176,3330115,Riverside,Lake Elsinore Unified,Ortega High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,322,217,0,25,0,115,224,16,230,Y,
2018-2019,33,75176,3330487,Riverside,Lake Elsinore Unified,Temescal Canyon High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,157","1,130",7,67,0,561,"1,159",42,"1,165",Y,
2018-2019,33,75176,3332350,Riverside,Lake Elsinore Unified,Elsinore High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,126","1,271",8,87,0,661,"1,307",66,"1,315",Y,
2018-2019,33,75176,6032031,Riverside,Lake Elsinore Unified,Elsinore Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,571,543,5,48,0,340,553,219,556,Y,
2018-2019,33,75176,6032056,Riverside,Lake Elsinore Unified,Machado Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,657,589,4,41,0,389,592,194,603,Y,
2018-2019,33,75176,6032064,Riverside,Lake Elsinore Unified,Wildomar Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,639,508,1,125,0,301,520,130,529,Y,
2018-2019,33,75176,6071203,Riverside,Lake Elsinore Unified,Elsinore Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,991,765,7,49,0,424,772,94,778,Y,
2018-2019,33,75176,6105548,Riverside,Lake Elsinore Unified,Terra Cotta Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,"1,159",874,5,89,0,490,889,72,901,Y,
2018-2019,33,75176,6107189,Riverside,Lake Elsinore Unified,Railroad Canyon Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,781,583,7,49,0,363,594,236,625,Y,
2018-2019,33,75176,6108278,Riverside,Lake Elsinore Unified,Withrow Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,687,549,3,96,0,353,560,93,562,Y,
2018-2019,33,75176,6109938,Riverside,Lake Elsinore Unified,Luiseno,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,935,392,2,63,0,183,413,54,429,Y,
2018-2019,33,75176,6111082,Riverside,Lake Elsinore Unified,Tuscany Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,701,281,2,20,0,186,292,24,299,Y,
2018-2019,33,75176,6111090,Riverside,Lake Elsinore Unified,Donald Graham Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,540,311,1,36,0,173,321,47,329,Y,
2018-2019,33,75176,6112734,Riverside,Lake Elsinore Unified,David A. Brown Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,963,686,3,55,0,382,698,40,703,Y,
2018-2019,33,75176,6115174,Riverside,Lake Elsinore Unified,William Collier Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,637,445,9,37,0,273,456,81,464,Y,
2018-2019,33,75176,6118442,Riverside,Lake Elsinore Unified,Rice Canyon Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,878,516,1,219,0,279,580,99,597,Y,
2018-2019,33,75176,6120455,Riverside,Lake Elsinore Unified,Cottonwood Canyon Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,883,341,4,27,0,178,354,35,359,Y,
2018-2019,33,75176,6120463,Riverside,Lake Elsinore Unified,Canyon Lake Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,"1,060",499,8,30,0,243,516,21,520,Y,
2018-2019,33,75192,1,Riverside,Temecula Valley Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,3,0,0,0,4,4,1,4,Y,
2018-2019,33,75192,101097,Riverside,Temecula Valley Unified,French Valley Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,849,250,3,3,0,150,253,46,276,Y,
2018-2019,33,75192,101105,Riverside,Temecula Valley Unified,Erle Stanley Gardner Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,"1,203",290,3,6,0,174,297,63,326,Y,
2018-2019,33,75192,105734,Riverside,Temecula Valley Unified,Great Oak High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"3,161",579,4,3,0,358,583,62,616,Y,
2018-2019,33,75192,105742,Riverside,Temecula Valley Unified,Alamos Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,889,213,2,3,0,114,213,55,246,Y,
2018-2019,33,75192,105759,Riverside,Temecula Valley Unified,Bella Vista Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,"1,374",404,5,3,0,245,410,40,433,Y,
2018-2019,33,75192,108480,Riverside,Temecula Valley Unified,Crowne Hill Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,636,174,2,3,0,122,175,74,193,Y,
2018-2019,33,75192,108498,Riverside,Temecula Valley Unified,Susan La Vorgna Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,890,249,5,1,0,154,251,32,266,Y,
2018-2019,33,75192,108506,Riverside,Temecula Valley Unified,Tony Tobin Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,884,140,3,2,0,97,147,51,177,Y,
2018-2019,33,75192,113696,Riverside,Temecula Valley Unified,Temecula Luiseno Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,887,198,2,2,0,127,203,65,238,Y,
2018-2019,33,75192,3330370,Riverside,Temecula Valley Unified,Temecula Valley High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,914",778,5,8,0,488,792,112,828,Y,
2018-2019,33,75192,3330495,Riverside,Temecula Valley Unified,Rancho Vista High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,173,75,0,0,0,57,77,9,82,Y,
2018-2019,33,75192,3330636,Riverside,Temecula Valley Unified,Susan H. Nelson,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,6,12,247,55,0,0,0,53,60,6,62,Y,
2018-2019,33,75192,3330743,Riverside,Temecula Valley Unified,Chaparral High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,975",870,5,7,0,496,880,77,921,Y,
2018-2019,33,75192,3330917,Riverside,Temecula Valley Unified,Temecula Preparatory,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,284,Directly funded,Y,K,12,"1,055",215,1,0,0,149,225,22,237,Y,
2018-2019,33,75192,6032825,Riverside,Temecula Valley Unified,Temecula Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,"1,255",262,4,2,0,168,264,44,278,Y,
2018-2019,33,75192,6106017,Riverside,Temecula Valley Unified,Rancho Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,614,230,0,4,0,155,233,69,243,Y,
2018-2019,33,75192,6107254,Riverside,Temecula Valley Unified,Margarita Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,838,395,4,3,0,248,401,105,417,Y,
2018-2019,33,75192,6108427,Riverside,Temecula Valley Unified,Temecula Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,687,472,0,7,0,311,473,181,497,Y,
2018-2019,33,75192,6109417,Riverside,Temecula Valley Unified,Nicolas Valley Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,725,295,4,3,0,180,299,69,327,Y,
2018-2019,33,75192,6110084,Riverside,Temecula Valley Unified,Red Hawk Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,571,190,1,1,0,126,192,34,203,Y,
2018-2019,33,75192,6112098,Riverside,Temecula Valley Unified,Vail Ranch Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,968,195,0,3,0,119,195,41,222,Y,
2018-2019,33,75192,6112551,Riverside,Temecula Valley Unified,Temecula Valley Charter,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,65,Directly funded,Y,K,8,562,3,0,0,0,55,56,19,71,Y,
2018-2019,33,75192,6112809,Riverside,Temecula Valley Unified,Paloma Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,673,183,2,2,0,126,183,46,202,Y,
2018-2019,33,75192,6113641,Riverside,Temecula Valley Unified,Pauba Valley Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,542,176,0,1,0,122,181,38,201,Y,
2018-2019,33,75192,6114243,Riverside,Temecula Valley Unified,Vintage Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,815,267,1,7,0,182,270,65,295,Y,
2018-2019,33,75192,6116438,Riverside,Temecula Valley Unified,Helen Hunt Jackson Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,469,85,0,0,0,63,90,22,103,Y,
2018-2019,33,75192,6116446,Riverside,Temecula Valley Unified,Abby Reinke Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,795,159,0,6,0,111,161,46,189,Y,
2018-2019,33,75192,6116453,Riverside,Temecula Valley Unified,James L. Day Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,"1,009",353,3,2,0,198,357,80,384,Y,
2018-2019,33,75192,6118822,Riverside,Temecula Valley Unified,Ysabel Barnett Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,928,244,1,4,0,167,247,64,270,Y,
2018-2019,33,75200,1,Riverside,Murrieta Valley Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17,3,4,0,0,2,7,1,8,Y,
2018-2019,33,75200,100412,Riverside,Murrieta Valley Unified,Monte Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,895,344,7,7,0,205,352,72,393,Y,
2018-2019,33,75200,100420,Riverside,Murrieta Valley Unified,Vista Murrieta High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"3,554","1,048",9,14,0,552,"1,073",82,"1,110",Y,
2018-2019,33,75200,102079,Riverside,Murrieta Valley Unified,Murrieta Canyon Academy,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,287,108,5,6,0,74,117,6,122,Y,
2018-2019,33,75200,108530,Riverside,Murrieta Valley Unified,Antelope Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,821,221,9,3,0,141,227,41,247,Y,
2018-2019,33,75200,114058,Riverside,Murrieta Valley Unified,Lisa J. Mails Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,"1,005",264,1,11,0,145,277,50,309,Y,
2018-2019,33,75200,117408,Riverside,Murrieta Valley Unified,Dorothy McElhinney Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,"1,454",419,8,13,0,219,426,46,452,Y,
2018-2019,33,75200,118794,Riverside,Murrieta Valley Unified,Murrieta Mesa High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,466",876,5,62,0,459,886,72,918,Y,
2018-2019,33,75200,3330529,Riverside,Murrieta Valley Unified,Murrieta Valley High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,255",610,5,7,0,308,620,47,634,Y,
2018-2019,33,75200,6032346,Riverside,Murrieta Valley Unified,Murrieta Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,839,392,1,6,0,252,403,118,428,Y,
2018-2019,33,75200,6106868,Riverside,Murrieta Valley Unified,Avaxat Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,676,381,1,13,0,235,389,77,409,Y,
2018-2019,33,75200,6107841,Riverside,Murrieta Valley Unified,Alta Murrieta Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,876,342,3,16,0,197,353,95,391,Y,
2018-2019,33,75200,6107858,Riverside,Murrieta Valley Unified,E. Hale Curran Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,584,274,1,10,0,176,290,59,320,Y,
